"","FREQUENCY","LOCATION","MEAS","OBS_STATUS","ObsValue","TIME_FORMAT","Time"
"823","A","MEX","PCT",NA,"24.299999","P1Y","1992"
"824","A","MEX","PCT",NA,"19.9","P1Y","1994"
"825","A","MEX","PCT",NA,"15.7","P1Y","1996"
"826","A","MEX","PCT",NA,"16.6","P1Y","1998"
"827","A","MEX","PCT",NA,"16.700001","P1Y","2000"
"828","A","MEX","PCT",NA,"15.5","P1Y","2002"
"829","A","MEX","PCT",NA,"16.9","P1Y","2005"
"830","A","MEX","PCT",NA,"16.299999","P1Y","2006"
"831","A","MEX","PCT",NA,"16.700001","P1Y","2007"
"832","A","MEX","PCT",NA,"15.6","P1Y","2008"
"833","A","MEX","PCT",NA,"15.3","P1Y","2009"
"834","A","MEX","PCT",NA,"14.5","P1Y","2010"
"835","A","MEX","PCT",NA,"14.7","P1Y","2011"
"836","A","MEX","PCT",NA,"14","P1Y","2012"
"837","A","MEX","PCT",NA,"13.8","P1Y","2013"
"838","A","MEX","PCT",NA,"13.6","P1Y","2014"
"839","A","MEX","PCT",NA,"13.1","P1Y","2015"
"840","A","MEX","PCT",NA,"12.7","P1Y","2016"
"841","A","MEX","PCT",NA,"12.5","P1Y","2017"
"842","A","MEX","PCT",NA,"12","P1Y","2018"
"843","A","MEX","PCT",NA,"12.3","P1Y","2019"
"844","A","MEX","PCT",NA,"12.4","P1Y","2020"
"845","A","NLD","PCT",NA,"41.700001","P1Y","1960"
"846","A","NLD","PCT",NA,"41.099998","P1Y","1961"
"847","A","NLD","PCT",NA,"40.799999","P1Y","1962"
"848","A","NLD","PCT",NA,"41","P1Y","1963"
"849","A","NLD","PCT",NA,"39.900002","P1Y","1964"
"850","A","NLD","PCT",NA,"39.700001","P1Y","1965"
"851","A","NLD","PCT",NA,"40.299999","P1Y","1966"
"852","A","NLD","PCT",NA,"39.799999","P1Y","1967"
"853","A","NLD","PCT",NA,"39","P1Y","1968"
"854","A","NLD","PCT",NA,"38","P1Y","1969"
"855","A","NLD","PCT",NA,"38.099998","P1Y","1970"
"856","A","NLD","PCT",NA,"37.799999","P1Y","1971"
"857","A","NLD","PCT",NA,"37.5","P1Y","1972"
"858","A","NLD","PCT",NA,"37.900002","P1Y","1973"
"859","A","NLD","PCT",NA,"37.5","P1Y","1974"
"860","A","NLD","PCT",NA,"37.799999","P1Y","1975"
"861","A","NLD","PCT",NA,"37.099998","P1Y","1976"
"862","A","NLD","PCT",NA,"37.200001","P1Y","1977"
"863","A","NLD","PCT",NA,"37","P1Y","1978"
"864","A","NLD","PCT",NA,"36.599998","P1Y","1979"
"865","A","NLD","PCT",NA,"34.799999","P1Y","1980"
"866","A","NLD","PCT",NA,"33","P1Y","1981"
"867","A","NLD","PCT",NA,"32.299999","P1Y","1982"
"868","A","NLD","PCT",NA,"30.700001","P1Y","1983"
"869","A","NLD","PCT",NA,"29.299999","P1Y","1984"
"870","A","NLD","PCT",NA,"27.700001","P1Y","1985"
"871","A","NLD","PCT",NA,"27.1","P1Y","1986"
"872","A","NLD","PCT",NA,"24.5","P1Y","1987"
"873","A","NLD","PCT",NA,"24.4","P1Y","1988"
"874","A","NLD","PCT",NA,"24.6","P1Y","1989"
"875","A","NLD","PCT",NA,"24.6","P1Y","1990"
"876","A","NLD","PCT",NA,"24.299999","P1Y","1991"
"877","A","NLD","PCT",NA,"24.1","P1Y","1992"
"878","A","NLD","PCT",NA,"25.700001","P1Y","1993"
"879","A","NLD","PCT",NA,"25.299999","P1Y","1994"
"880","A","NLD","PCT",NA,"25.299999","P1Y","1995"
"881","A","NLD","PCT",NA,"24.1","P1Y","1996"
"882","A","NLD","PCT",NA,"25.1","P1Y","1997"
"883","A","NLD","PCT",NA,"24.4","P1Y","1998"
"884","A","NLD","PCT",NA,"24.4","P1Y","1999"
"885","A","NLD","PCT",NA,"22.299999","P1Y","2000"
"886","A","NLD","PCT",NA,"21.6","P1Y","2001"
"887","A","NLD","PCT",NA,"21.4","P1Y","2002"
"888","A","NLD","PCT",NA,"20.9","P1Y","2003"
"889","A","NLD","PCT",NA,"21.299999","P1Y","2004"
"890","A","NLD","PCT",NA,"22.1","P1Y","2005"
"891","A","NLD","PCT",NA,"21.4","P1Y","2006"
"892","A","NLD","PCT",NA,"20.200001","P1Y","2007"
"893","A","NLD","PCT",NA,"20","P1Y","2008"
"894","A","NLD","PCT",NA,"20","P1Y","2009"
"895","A","NLD","PCT",NA,"19.5","P1Y","2010"
"896","A","NLD","PCT",NA,"19.299999","P1Y","2011"
"897","A","NLD","PCT",NA,"18.799999","P1Y","2012"
"898","A","NLD","PCT",NA,"18.200001","P1Y","2013"
"899","A","NLD","PCT",NA,"18.1","P1Y","2014"
"900","A","NLD","PCT",NA,"17.700001","P1Y","2015"
"901","A","NLD","PCT",NA,"17.299999","P1Y","2016"
"902","A","NLD","PCT",NA,"16.799999","P1Y","2017"
"903","A","NLD","PCT",NA,"16.5","P1Y","2018"
"904","A","NLD","PCT",NA,"15.4","P1Y","2019"
"905","A","NZL","PCT",NA,"56.200001","P1Y","1970"
"906","A","NZL","PCT",NA,"56.299999","P1Y","1971"
"907","A","NZL","PCT",NA,"56.299999","P1Y","1972"
"908","A","NZL","PCT",NA,"59","P1Y","1973"
"909","A","NZL","PCT",NA,"59.299999","P1Y","1974"
"910","A","NZL","PCT",NA,"60.900002","P1Y","1975"
"911","A","NZL","PCT",NA,"61","P1Y","1976"
"912","A","NZL","PCT",NA,"62.799999","P1Y","1977"
"913","A","NZL","PCT",NA,"65.699997","P1Y","1978"
"914","A","NZL","PCT",NA,"69","P1Y","1979"
"915","A","NZL","PCT",NA,"69.099998","P1Y","1980"
"916","A","NZL","PCT",NA,"65.699997","P1Y","1981"
"917","A","NZL","PCT",NA,"63.400002","P1Y","1982"
"918","A","NZL","PCT",NA,"60.900002","P1Y","1983"
"919","A","NZL","PCT",NA,"55","P1Y","1984"
"920","A","NZL","PCT",NA,"53.400002","P1Y","1985"
"921","A","NZL","PCT",NA,"53","P1Y","1989"
"922","A","NZL","PCT",NA,"42.900002","P1Y","1991"
"923","A","NZL","PCT",NA,"36","P1Y","1992"
"924","A","NZL","PCT",NA,"33.700001","P1Y","1993"
"925","A","NZL","PCT",NA,"29.6","P1Y","1994"
"926","A","NZL","PCT",NA,"27.200001","P1Y","1995"
"927","A","NZL","PCT",NA,"24.700001","P1Y","1996"
"928","A","NZL","PCT",NA,"23.4","P1Y","1997"
"929","A","NZL","PCT",NA,"22.1","P1Y","1998"
"930","A","NZL","PCT",NA,"21.700001","P1Y","1999"
"931","A","NZL","PCT",NA,"22.4","P1Y","2000"
"932","A","NZL","PCT",NA,"22.299999","P1Y","2001"
"933","A","NZL","PCT",NA,"21.799999","P1Y","2002"
"934","A","NZL","PCT",NA,"21.700001","P1Y","2003"
"935","A","NZL","PCT",NA,"21.700001","P1Y","2004"
"936","A","NZL","PCT",NA,"22.299999","P1Y","2005"
"937","A","NZL","PCT",NA,"21.799999","P1Y","2006"
"938","A","NZL","PCT",NA,"20.799999","P1Y","2007"
"939","A","NZL","PCT",NA,"21.4","P1Y","2008"
"940","A","NZL","PCT",NA,"21.5","P1Y","2009"
"941","A","NZL","PCT",NA,"21.4","P1Y","2010"
"942","A","NZL","PCT",NA,"20.5","P1Y","2011"
"943","A","NZL","PCT",NA,"20.299999","P1Y","2012"
"944","A","NZL","PCT",NA,"19.5","P1Y","2013"
"945","A","NZL","PCT",NA,"18.6","P1Y","2014"
"946","A","NZL","PCT",NA,"17.9","P1Y","2015"
"947","A","NZL","PCT",NA,"17.799999","P1Y","2016"
"948","A","NZL","PCT",NA,"17.5","P1Y","2017"
"949","A","NZL","PCT",NA,"17.700001","P1Y","2018"
"950","A","NOR","PCT",NA,"60","P1Y","1960"
"951","A","NOR","PCT",NA,"60.799999","P1Y","1961"
"952","A","NOR","PCT",NA,"59.799999","P1Y","1962"
"953","A","NOR","PCT",NA,"60.099998","P1Y","1963"
"954","A","NOR","PCT",NA,"59.299999","P1Y","1964"
"955","A","NOR","PCT",NA,"59","P1Y","1965"
"956","A","NOR","PCT",NA,"58.099998","P1Y","1966"
"957","A","NOR","PCT",NA,"57.599998","P1Y","1967"
"958","A","NOR","PCT",NA,"57.200001","P1Y","1968"
"959","A","NOR","PCT",NA,"57.200001","P1Y","1969"
"960","A","NOR","PCT",NA,"56.799999","P1Y","1970"
"961","A","NOR","PCT",NA,"54.700001","P1Y","1971"
"962","A","NOR","PCT",NA,"51.900002","P1Y","1972"
"963","A","NOR","PCT",NA,"53.099998","P1Y","1973"
"964","A","NOR","PCT",NA,"54.099998","P1Y","1974"
"965","A","NOR","PCT",NA,"53.5","P1Y","1975"
"966","A","NOR","PCT",NA,"52.299999","P1Y","1976"
"967","A","NOR","PCT",NA,"53.599998","P1Y","1977"
"968","A","NOR","PCT",NA,"54","P1Y","1978"
"969","A","NOR","PCT",NA,"55.5","P1Y","1979"
"970","A","NOR","PCT",NA,"57.900002","P1Y","1980"
"971","A","NOR","PCT",NA,"57.700001","P1Y","1981"
"972","A","NOR","PCT",NA,"58.099998","P1Y","1982"
"973","A","NOR","PCT",NA,"58.099998","P1Y","1983"
"974","A","NOR","PCT",NA,"58.299999","P1Y","1984"
"975","A","NOR","PCT",NA,"57.5","P1Y","1985"
"976","A","NOR","PCT",NA,"57.099998","P1Y","1986"
"977","A","NOR","PCT",NA,"55.700001","P1Y","1987"
"978","A","NOR","PCT",NA,"56.099998","P1Y","1988"
"979","A","NOR","PCT",NA,"57.900002","P1Y","1989"
"980","A","NOR","PCT",NA,"58.5","P1Y","1990"
"981","A","NOR","PCT",NA,"58.099998","P1Y","1991"
"982","A","NOR","PCT",NA,"58.099998","P1Y","1992"
"983","A","NOR","PCT",NA,"58","P1Y","1993"
"984","A","NOR","PCT",NA,"57.799999","P1Y","1994"
"985","A","NOR","PCT",NA,"57.299999","P1Y","1995"
"986","A","NOR","PCT",NA,"56.5","P1Y","1996"
"987","A","NOR","PCT",NA,"54.599998","P1Y","1997"
"988","A","NOR","PCT",NA,"55","P1Y","1998"
"989","A","NOR","PCT",NA,"54","P1Y","1999"
"990","A","NOR","PCT",NA,"53.599998","P1Y","2000"
"991","A","NOR","PCT",NA,"52.599998","P1Y","2001"
"992","A","NOR","PCT",NA,"52.799999","P1Y","2002"
"993","A","NOR","PCT",NA,"51.799999","P1Y","2003"
"994","A","NOR","PCT",NA,"51.599998","P1Y","2004"
"995","A","NOR","PCT",NA,"51.200001","P1Y","2005"
"996","A","NOR","PCT",NA,"51.099998","P1Y","2006"
"997","A","NOR","PCT",NA,"50.099998","P1Y","2007"
"998","A","NOR","PCT",NA,"49.799999","P1Y","2008"
"999","A","NOR","PCT",NA,"50.299999","P1Y","2009"
"1000","A","NOR","PCT",NA,"50.5","P1Y","2010"
"1001","A","NOR","PCT",NA,"49.900002","P1Y","2011"
"1002","A","NOR","PCT",NA,"49.900002","P1Y","2012"
"1003","A","NOR","PCT",NA,"49.799999","P1Y","2013"
"1004","A","NOR","PCT",NA,"50.099998","P1Y","2014"
"1005","A","NOR","PCT",NA,"49.799999","P1Y","2015"
"1006","A","NOR","PCT",NA,"50","P1Y","2016"
"1007","A","NOR","PCT",NA,"50","P1Y","2017"
"1008","A","NOR","PCT",NA,"49.900002","P1Y","2018"
"1009","A","NOR","PCT",NA,"50.400002","P1Y","2019"
"1010","A","POL","PCT",NA,"63.599998","P1Y","1990"
"1011","A","POL","PCT",NA,"54.299999","P1Y","1991"
"1012","A","POL","PCT",NA,"44.400002","P1Y","1992"
"1013","A","POL","PCT",NA,"46.099998","P1Y","1993"
"1014","A","POL","PCT",NA,"38.299999","P1Y","1994"
"1015","A","POL","PCT",NA,"34.700001","P1Y","1995"
"1016","A","POL","PCT",NA,"32.099998","P1Y","1996"
"1017","A","POL","PCT",NA,"28.700001","P1Y","1997"
"1018","A","POL","PCT",NA,"26.1","P1Y","1998"
"1019","A","POL","PCT",NA,"24.700001","P1Y","1999"
"1020","A","POL","PCT",NA,"23.5","P1Y","2000"
"1021","A","POL","PCT",NA,"22.299999","P1Y","2001"
"1022","A","POL","PCT",NA,"22.799999","P1Y","2002"
"1023","A","POL","PCT",NA,"22.9","P1Y","2003"
"1024","A","POL","PCT",NA,"22.9","P1Y","2004"
"1025","A","POL","PCT",NA,"23.799999","P1Y","2005"
"1026","A","POL","PCT",NA,"17.9","P1Y","2006"
"1027","A","POL","PCT",NA,"16.700001","P1Y","2007"
"1028","A","POL","PCT",NA,"15.7","P1Y","2008"
"1029","A","POL","PCT",NA,"15.4","P1Y","2009"
"1030","A","POL","PCT",NA,"17.4","P1Y","2010"
"1031","A","POL","PCT",NA,"17.299999","P1Y","2011"
"1032","A","POL","PCT",NA,"16.6","P1Y","2012"
"1033","A","POL","PCT",NA,"16.5","P1Y","2014"
"1034","A","POL","PCT",NA,"14.1","P1Y","2016"
"1035","A","POL","PCT",NA,"13.4","P1Y","2017"
"1036","A","PRT","PCT",NA,"75","P1Y","1973"
"1037","A","PRT","PCT",NA,"63","P1Y","1977"
"1038","A","PRT","PCT",NA,"60.799999","P1Y","1978"
"1039","A","PRT","PCT",NA,"60.099998","P1Y","1979"
"1040","A","PRT","PCT",NA,"47.200001","P1Y","1984"
"1041","A","PRT","PCT",NA,"41.200001","P1Y","1986"
"1042","A","PRT","PCT",NA,"29.299999","P1Y","1990"
"1043","A","PRT","PCT",NA,"26.6","P1Y","1995"
"1044","A","PRT","PCT",NA,"25.200001","P1Y","1997"
"1045","A","PRT","PCT",NA,"20.5","P1Y","2002"
"1046","A","PRT","PCT",NA,"21.1","P1Y","2003"
"1047","A","PRT","PCT",NA,"21.6","P1Y","2004"
"1048","A","PRT","PCT",NA,"21.1","P1Y","2006"
"1049","A","PRT","PCT",NA,"20.700001","P1Y","2008"
"1050","A","PRT","PCT",NA,"20.4","P1Y","2009"
"1051","A","PRT","PCT",NA,"19.6","P1Y","2010"
"1052","A","PRT","PCT",NA,"18.6","P1Y","2011"
"1053","A","PRT","PCT",NA,"16.1","P1Y","2015"
"1054","A","PRT","PCT",NA,"15.3","P1Y","2016"
"1055","A","SVK","PCT",NA,"59.799999","P1Y","1995"
"1056","A","SVK","PCT",NA,"41.299999","P1Y","1997"
"1057","A","SVK","PCT",NA,"38","P1Y","1998"
"1058","A","SVK","PCT",NA,"36","P1Y","1999"
"1059","A","SVK","PCT",NA,"34.200001","P1Y","2000"
"1060","A","SVK","PCT",NA,"32.5","P1Y","2001"
"1061","A","SVK","PCT",NA,"30.1","P1Y","2002"
"1062","A","SVK","PCT",NA,"27.700001","P1Y","2003"
"1063","A","SVK","PCT",NA,"25.4","P1Y","2004"
"1064","A","SVK","PCT",NA,"23.5","P1Y","2005"
"1065","A","SVK","PCT",NA,"20.6","P1Y","2006"
"1066","A","SVK","PCT",NA,"18.700001","P1Y","2007"
"1067","A","SVK","PCT",NA,"16.799999","P1Y","2008"
"1068","A","SVK","PCT",NA,"16","P1Y","2009"
"1069","A","SVK","PCT",NA,"16.4","P1Y","2010"
"1070","A","SVK","PCT",NA,"14.5","P1Y","2011"
"1071","A","SVK","PCT",NA,"14.5","P1Y","2012"
"1072","A","SVK","PCT",NA,"14.1","P1Y","2013"
"1073","A","SVK","PCT",NA,"13.4","P1Y","2014"
"1074","A","SVK","PCT",NA,"12.6","P1Y","2015"
"1075","A","SVK","PCT",NA,"11.8","P1Y","2016"
"1076","A","SVK","PCT",NA,"11.5","P1Y","2017"
"1077","A","SVK","PCT",NA,"11.3","P1Y","2018"
"1078","A","ESP","PCT",NA,"18.1","P1Y","1977"
"1079","A","ESP","PCT",NA,"44.5","P1Y","1978"
"1080","A","ESP","PCT",NA,"31.200001","P1Y","1979"
"1081","A","ESP","PCT",NA,"13.3","P1Y","1980"
"1082","A","ESP","PCT",NA,"11.4","P1Y","1981"
"1083","A","ESP","PCT",NA,"12.6","P1Y","1982"
"1084","A","ESP","PCT",NA,"13.1","P1Y","1983"
"1085","A","ESP","PCT",NA,"12.2","P1Y","1984"
"1086","A","ESP","PCT",NA,"12.7","P1Y","1985"
"1087","A","ESP","PCT",NA,"12.2","P1Y","1986"
"1088","A","ESP","PCT",NA,"12.7","P1Y","1987"
"1089","A","ESP","PCT",NA,"13.9","P1Y","1988"
"1090","A","ESP","PCT",NA,"14.1","P1Y","1989"
"1091","A","ESP","PCT",NA,"14.1","P1Y","1990"
"1092","A","ESP","PCT",NA,"16.6","P1Y","1991"
"1093","A","ESP","PCT",NA,"18.9","P1Y","1992"
"1094","A","ESP","PCT",NA,"20.4","P1Y","1993"
"1095","A","ESP","PCT",NA,"20.1","P1Y","1994"
"1096","A","ESP","PCT",NA,"18.6","P1Y","1995"
"1097","A","ESP","PCT",NA,"18.200001","P1Y","1996"
"1098","A","ESP","PCT",NA,"17.6","P1Y","1997"
"1099","A","ESP","PCT",NA,"18.200001","P1Y","1998"
"1100","A","ESP","PCT",NA,"17.799999","P1Y","1999"
"1101","A","ESP","PCT",NA,"17.5","P1Y","2000"
"1102","A","ESP","PCT",NA,"17.200001","P1Y","2001"
"1103","A","ESP","PCT",NA,"16.799999","P1Y","2002"
"1104","A","ESP","PCT",NA,"16.5","P1Y","2003"
"1105","A","ESP","PCT",NA,"16","P1Y","2004"
"1106","A","ESP","PCT",NA,"15.5","P1Y","2005"
"1107","A","ESP","PCT",NA,"15.6","P1Y","2006"
"1108","A","ESP","PCT",NA,"16.4","P1Y","2007"
"1109","A","ESP","PCT",NA,"17.4","P1Y","2008"
"1110","A","ESP","PCT",NA,"18.299999","P1Y","2009"
"1111","A","ESP","PCT",NA,"18.200001","P1Y","2010"
"1112","A","ESP","PCT",NA,"17.9","P1Y","2011"
"1113","A","ESP","PCT",NA,"17.799999","P1Y","2012"
"1114","A","ESP","PCT",NA,"17","P1Y","2013"
"1115","A","ESP","PCT",NA,"15.8","P1Y","2014"
"1116","A","ESP","PCT",NA,"14.4","P1Y","2015"
"1117","A","ESP","PCT",NA,"13.9","P1Y","2016"
"1118","A","ESP","PCT",NA,"13.4","P1Y","2017"
"1119","A","ESP","PCT",NA,"13","P1Y","2018"
"1120","A","ESP","PCT",NA,"12.5","P1Y","2019"
"1121","A","SWE","PCT",NA,"64.599998","P1Y","1960"
"1122","A","SWE","PCT",NA,"65","P1Y","1961"
"1123","A","SWE","PCT",NA,"65.900002","P1Y","1962"
"1124","A","SWE","PCT",NA,"64.800003","P1Y","1963"
"1125","A","SWE","PCT",NA,"65.5","P1Y","1964"
"1126","A","SWE","PCT",NA,"65.400002","P1Y","1965"
"1127","A","SWE","PCT",NA,"64.800003","P1Y","1966"
"1128","A","SWE","PCT",NA,"65.900002","P1Y","1967"
"1129","A","SWE","PCT",NA,"66.199997","P1Y","1968"
"1130","A","SWE","PCT",NA,"67","P1Y","1969"
"1131","A","SWE","PCT",NA,"66.599998","P1Y","1970"
"1132","A","SWE","PCT",NA,"68.099998","P1Y","1971"
"1133","A","SWE","PCT",NA,"69.199997","P1Y","1972"
"1134","A","SWE","PCT",NA,"70.5","P1Y","1973"
"1135","A","SWE","PCT",NA,"71.900002","P1Y","1974"
"1136","A","SWE","PCT",NA,"74","P1Y","1975"
"1137","A","SWE","PCT",NA,"74","P1Y","1976"
"1138","A","SWE","PCT",NA,"76.099998","P1Y","1977"
"1139","A","SWE","PCT",NA,"77.099998","P1Y","1978"
"1140","A","SWE","PCT",NA,"77.400002","P1Y","1979"
"1141","A","SWE","PCT",NA,"78.099998","P1Y","1980"
"1142","A","SWE","PCT",NA,"78.400002","P1Y","1981"
"1143","A","SWE","PCT",NA,"79","P1Y","1982"
"1144","A","SWE","PCT",NA,"79.599998","P1Y","1983"
"1145","A","SWE","PCT",NA,"80.699997","P1Y","1984"
"1146","A","SWE","PCT",NA,"81.300003","P1Y","1985"
"1147","A","SWE","PCT",NA,"82.900002","P1Y","1986"
"1148","A","SWE","PCT",NA,"85.5","P1Y","1987"
"1149","A","SWE","PCT",NA,"84.699997","P1Y","1988"
"1150","A","SWE","PCT",NA,"83.699997","P1Y","1989"
"1151","A","SWE","PCT",NA,"81.5","P1Y","1990"
"1152","A","SWE","PCT",NA,"82.300003","P1Y","1991"
"1153","A","SWE","PCT",NA,"84.300003","P1Y","1992"
"1154","A","SWE","PCT",NA,"86.300003","P1Y","1993"
"1155","A","SWE","PCT",NA,"86.599998","P1Y","1994"
"1156","A","SWE","PCT",NA,"84.800003","P1Y","1995"
"1157","A","SWE","PCT",NA,"84.699997","P1Y","1996"
"1158","A","SWE","PCT",NA,"84","P1Y","1997"
"1159","A","SWE","PCT",NA,"83.900002","P1Y","1998"
"1160","A","SWE","PCT",NA,"82.699997","P1Y","1999"
"1161","A","SWE","PCT",NA,"81","P1Y","2000"
"1162","A","SWE","PCT",NA,"78.699997","P1Y","2001"
"1163","A","SWE","PCT",NA,"78","P1Y","2002"
"1164","A","SWE","PCT",NA,"77.199997","P1Y","2003"
"1165","A","SWE","PCT",NA,"76.400002","P1Y","2004"
"1166","A","SWE","PCT",NA,"75.699997","P1Y","2005"
"1167","A","SWE","PCT",NA,"74.300003","P1Y","2006"
"1168","A","SWE","PCT",NA,"70.800003","P1Y","2007"
"1169","A","SWE","PCT",NA,"68.300003","P1Y","2008"
"1170","A","SWE","PCT",NA,"68.400002","P1Y","2009"
"1171","A","SWE","PCT",NA,"68.199997","P1Y","2010"
"1172","A","SWE","PCT",NA,"67.5","P1Y","2011"
"1173","A","SWE","PCT",NA,"67.5","P1Y","2012"
"1174","A","SWE","PCT",NA,"67.699997","P1Y","2013"
"1175","A","SWE","PCT",NA,"67.300003","P1Y","2014"
"1176","A","SWE","PCT",NA,"67","P1Y","2015"
"1177","A","SWE","PCT",NA,"66.699997","P1Y","2016"
"1178","A","SWE","PCT",NA,"66.099998","P1Y","2017"
"1179","A","SWE","PCT",NA,"65.5","P1Y","2018"
"1180","A","SWE","PCT",NA,"65.199997","P1Y","2019"
"1181","A","CHE","PCT",NA,"31.200001","P1Y","1960"
"1182","A","CHE","PCT",NA,"30.4","P1Y","1961"
"1183","A","CHE","PCT",NA,"29.799999","P1Y","1962"
"1184","A","CHE","PCT",NA,"29.200001","P1Y","1963"
"1185","A","CHE","PCT",NA,"28.799999","P1Y","1964"
"1186","A","CHE","PCT",NA,"28.5","P1Y","1965"
"1187","A","CHE","PCT",NA,"28.1","P1Y","1966"
"1188","A","CHE","PCT",NA,"27.200001","P1Y","1967"
"1189","A","CHE","PCT",NA,"26.6","P1Y","1968"
"1190","A","CHE","PCT",NA,"26.200001","P1Y","1969"
"1191","A","CHE","PCT",NA,"25.4","P1Y","1970"
"1192","A","CHE","PCT",NA,"25.6","P1Y","1971"
"1193","A","CHE","PCT",NA,"25.4","P1Y","1972"
"1194","A","CHE","PCT",NA,"25.200001","P1Y","1973"
"1195","A","CHE","PCT",NA,"25.5","P1Y","1974"
"1196","A","CHE","PCT",NA,"28.4","P1Y","1975"
"1197","A","CHE","PCT",NA,"29.700001","P1Y","1976"
"1198","A","CHE","PCT",NA,"29.4","P1Y","1977"
"1199","A","CHE","PCT",NA,"28.9","P1Y","1978"
"1200","A","CHE","PCT",NA,"28.6","P1Y","1979"
"1201","A","CHE","PCT",NA,"28.1","P1Y","1980"
"1202","A","CHE","PCT",NA,"27.5","P1Y","1981"
"1203","A","CHE","PCT",NA,"27.200001","P1Y","1982"
"1204","A","CHE","PCT",NA,"27","P1Y","1983"
"1205","A","CHE","PCT",NA,"26.700001","P1Y","1984"
"1206","A","CHE","PCT",NA,"25.4","P1Y","1985"
"1207","A","CHE","PCT",NA,"24.4","P1Y","1986"
"1208","A","CHE","PCT",NA,"24.1","P1Y","1987"
"1209","A","CHE","PCT",NA,"23.700001","P1Y","1988"
"1210","A","CHE","PCT",NA,"23.299999","P1Y","1989"
"1211","A","CHE","PCT",NA,"23","P1Y","1990"
"1212","A","CHE","PCT",NA,"23","P1Y","1991"
"1213","A","CHE","PCT",NA,"23.4","P1Y","1992"
"1214","A","CHE","PCT",NA,"23.5","P1Y","1993"
"1215","A","CHE","PCT",NA,"23.6","P1Y","1994"
"1216","A","CHE","PCT",NA,"23.1","P1Y","1995"
"1217","A","CHE","PCT",NA,"22.700001","P1Y","1996"
"1218","A","CHE","PCT",NA,"22.299999","P1Y","1997"
"1219","A","CHE","PCT",NA,"22","P1Y","1998"
"1220","A","CHE","PCT",NA,"21.4","P1Y","1999"
"1221","A","CHE","PCT",NA,"20.700001","P1Y","2000"
"1222","A","CHE","PCT",NA,"20.200001","P1Y","2001"
"1223","A","CHE","PCT",NA,"20.299999","P1Y","2002"
"1224","A","CHE","PCT",NA,"20.4","P1Y","2003"
"1225","A","CHE","PCT",NA,"19.9","P1Y","2004"
"1226","A","CHE","PCT",NA,"19.799999","P1Y","2005"
"1227","A","CHE","PCT",NA,"19.299999","P1Y","2006"
"1228","A","CHE","PCT",NA,"18.9","P1Y","2007"
"1229","A","CHE","PCT",NA,"17.9","P1Y","2008"
"1230","A","CHE","PCT",NA,"17.700001","P1Y","2009"
"1231","A","CHE","PCT",NA,"17.6","P1Y","2010"
"1232","A","CHE","PCT",NA,"17","P1Y","2011"
"1233","A","CHE","PCT",NA,"16.5","P1Y","2012"
