"","FREQUENCY","LOCATION","MEAS","OBS_STATUS","ObsValue","TIME_FORMAT","Time"
"1234","A","CHE","PCT",NA,"16.6","P1Y","2013"
"1235","A","CHE","PCT",NA,"16.1","P1Y","2014"
"1236","A","CHE","PCT",NA,"15.7","P1Y","2015"
"1237","A","CHE","PCT",NA,"15.3","P1Y","2016"
"1238","A","CHE","PCT",NA,"14.9","P1Y","2017"
"1239","A","CHE","PCT",NA,"14.4","P1Y","2018"
"1240","A","TUR","PCT",NA,"12.1","P1Y","1960"
"1241","A","TUR","PCT",NA,"11.9","P1Y","1961"
"1242","A","TUR","PCT",NA,"11.6","P1Y","1962"
"1243","A","TUR","PCT",NA,"11.3","P1Y","1963"
"1244","A","TUR","PCT",NA,"12.2","P1Y","1964"
"1245","A","TUR","PCT",NA,"12.5","P1Y","1965"
"1246","A","TUR","PCT",NA,"11.7","P1Y","1966"
"1247","A","TUR","PCT",NA,"25.5","P1Y","1967"
"1248","A","TUR","PCT",NA,"40.400002","P1Y","1975"
"1249","A","TUR","PCT",NA,"35.200001","P1Y","1978"
"1250","A","TUR","PCT",NA,"22.4","P1Y","1984"
"1251","A","TUR","PCT",NA,"27.9","P1Y","1985"
"1252","A","TUR","PCT",NA,"26","P1Y","1986"
"1253","A","TUR","PCT",NA,"28.6","P1Y","1987"
"1254","A","TUR","PCT",NA,"27.700001","P1Y","1988"
"1255","A","TUR","PCT",NA,"26.799999","P1Y","1989"
"1256","A","TUR","PCT",NA,"24","P1Y","1990"
"1257","A","TUR","PCT",NA,"24.6","P1Y","1991"
"1258","A","TUR","PCT",NA,"25.200001","P1Y","1992"
"1259","A","TUR","PCT",NA,"24.5","P1Y","1993"
"1260","A","TUR","PCT",NA,"21.5","P1Y","1994"
"1261","A","TUR","PCT",NA,"16.700001","P1Y","1995"
"1262","A","TUR","PCT",NA,"15.7","P1Y","1996"
"1263","A","TUR","PCT",NA,"17.4","P1Y","1997"
"1264","A","TUR","PCT",NA,"15.6","P1Y","1998"
"1265","A","TUR","PCT",NA,"13.3","P1Y","1999"
"1266","A","TUR","PCT",NA,"12.5","P1Y","2000"
"1267","A","TUR","PCT",NA,"12.5","P1Y","2001"
"1268","A","TUR","PCT",NA,"11.9","P1Y","2002"
"1269","A","TUR","PCT",NA,"11.2","P1Y","2003"
"1270","A","TUR","PCT",NA,"10.5","P1Y","2004"
"1271","A","TUR","PCT",NA,"10.3","P1Y","2005"
"1272","A","TUR","PCT",NA,"9.3999996","P1Y","2006"
"1273","A","TUR","PCT",NA,"8.3000002","P1Y","2007"
"1274","A","TUR","PCT",NA,"7.3000002","P1Y","2008"
"1275","A","TUR","PCT",NA,"7.3000002","P1Y","2009"
"1276","A","TUR","PCT",NA,"7.3000002","P1Y","2010"
"1277","A","TUR","PCT",NA,"7.0999999","P1Y","2011"
"1278","A","TUR","PCT",NA,"6.3000002","P1Y","2012"
"1279","A","TUR","PCT",NA,"6.3000002","P1Y","2013"
"1280","A","TUR","PCT",NA,"6.9000001","P1Y","2014"
"1281","A","TUR","PCT",NA,"8","P1Y","2015"
"1282","A","TUR","PCT",NA,"8.1999998","P1Y","2016"
"1283","A","TUR","PCT",NA,"8.6000004","P1Y","2017"
"1284","A","TUR","PCT",NA,"9.1999998","P1Y","2018"
"1285","A","TUR","PCT",NA,"9.8999996","P1Y","2019"
"1286","A","GBR","PCT",NA,"40.5","P1Y","1960"
"1287","A","GBR","PCT",NA,"40.200001","P1Y","1961"
"1288","A","GBR","PCT",NA,"40.200001","P1Y","1962"
"1289","A","GBR","PCT",NA,"40.299999","P1Y","1963"
"1290","A","GBR","PCT",NA,"40.299999","P1Y","1964"
"1291","A","GBR","PCT",NA,"40.299999","P1Y","1965"
"1292","A","GBR","PCT",NA,"39.700001","P1Y","1966"
"1293","A","GBR","PCT",NA,"40.200001","P1Y","1967"
"1294","A","GBR","PCT",NA,"40.5","P1Y","1968"
"1295","A","GBR","PCT",NA,"41.700001","P1Y","1969"
"1296","A","GBR","PCT",NA,"44.799999","P1Y","1970"
"1297","A","GBR","PCT",NA,"45.299999","P1Y","1971"
"1298","A","GBR","PCT",NA,"46.200001","P1Y","1972"
"1299","A","GBR","PCT",NA,"45.5","P1Y","1973"
"1300","A","GBR","PCT",NA,"46.400002","P1Y","1974"
"1301","A","GBR","PCT",NA,"43.799999","P1Y","1975"
"1302","A","GBR","PCT",NA,"46.5","P1Y","1976"
"1303","A","GBR","PCT",NA,"48.299999","P1Y","1977"
"1304","A","GBR","PCT",NA,"50.299999","P1Y","1978"
"1305","A","GBR","PCT",NA,"50.700001","P1Y","1979"
"1306","A","GBR","PCT",NA,"52.200001","P1Y","1980"
"1307","A","GBR","PCT",NA,"52.099998","P1Y","1981"
"1308","A","GBR","PCT",NA,"52","P1Y","1982"
"1309","A","GBR","PCT",NA,"50.099998","P1Y","1983"
"1310","A","GBR","PCT",NA,"47.799999","P1Y","1984"
"1311","A","GBR","PCT",NA,"45.299999","P1Y","1985"
"1312","A","GBR","PCT",NA,"45.5","P1Y","1986"
"1313","A","GBR","PCT",NA,"44","P1Y","1987"
"1314","A","GBR","PCT",NA,"42.299999","P1Y","1988"
"1315","A","GBR","PCT",NA,"41.099998","P1Y","1989"
"1316","A","GBR","PCT",NA,"39.599998","P1Y","1990"
"1317","A","GBR","PCT",NA,"39.799999","P1Y","1991"
"1318","A","GBR","PCT",NA,"39.5","P1Y","1992"
"1319","A","GBR","PCT",NA,"37.5","P1Y","1993"
"1320","A","GBR","PCT",NA,"36.200001","P1Y","1994"
"1321","A","GBR","PCT",NA,"33.900002","P1Y","1995"
"1322","A","GBR","PCT",NA,"32.599998","P1Y","1996"
"1323","A","GBR","PCT",NA,"31.4","P1Y","1997"
"1324","A","GBR","PCT",NA,"30.1","P1Y","1998"
"1325","A","GBR","PCT",NA,"30","P1Y","1999"
"1326","A","GBR","PCT",NA,"29.799999","P1Y","2000"
"1327","A","GBR","PCT",NA,"29.299999","P1Y","2001"
"1328","A","GBR","PCT",NA,"28.799999","P1Y","2002"
"1329","A","GBR","PCT",NA,"29.299999","P1Y","2003"
"1330","A","GBR","PCT",NA,"28.799999","P1Y","2004"
"1331","A","GBR","PCT",NA,"28.6","P1Y","2005"
"1332","A","GBR","PCT",NA,"28.299999","P1Y","2006"
"1333","A","GBR","PCT",NA,"28","P1Y","2007"
"1334","A","GBR","PCT",NA,"27.5","P1Y","2008"
"1335","A","GBR","PCT",NA,"27.4","P1Y","2009"
"1336","A","GBR","PCT",NA,"26.6","P1Y","2010"
"1337","A","GBR","PCT",NA,"26","P1Y","2011"
"1338","A","GBR","PCT",NA,"26.1","P1Y","2012"
"1339","A","GBR","PCT",NA,"25.6","P1Y","2013"
"1340","A","GBR","PCT",NA,"25","P1Y","2014"
"1341","A","GBR","PCT",NA,"24.700001","P1Y","2015"
"1342","A","GBR","PCT",NA,"23.6","P1Y","2016"
"1343","A","GBR","PCT",NA,"23.299999","P1Y","2017"
"1344","A","GBR","PCT",NA,"23.4","P1Y","2018"
"1345","A","GBR","PCT",NA,"23.5","P1Y","2019"
"1346","A","USA","PCT",NA,"30.9","P1Y","1960"
"1347","A","USA","PCT",NA,"29.5","P1Y","1961"
"1348","A","USA","PCT",NA,"27.6","P1Y","1962"
"1349","A","USA","PCT",NA,"28.5","P1Y","1963"
"1350","A","USA","PCT",NA,"28.299999","P1Y","1964"
"1351","A","USA","PCT",NA,"28.200001","P1Y","1965"
"1352","A","USA","PCT",NA,"28.200001","P1Y","1966"
"1353","A","USA","PCT",NA,"27.799999","P1Y","1967"
"1354","A","USA","PCT",NA,"27.9","P1Y","1968"
"1355","A","USA","PCT",NA,"27.299999","P1Y","1969"
"1356","A","USA","PCT",NA,"27.4","P1Y","1970"
"1357","A","USA","PCT",NA,"26.9","P1Y","1971"
"1358","A","USA","PCT",NA,"26.299999","P1Y","1972"
"1359","A","USA","PCT",NA,"25.799999","P1Y","1973"
"1360","A","USA","PCT",NA,"25.700001","P1Y","1974"
"1361","A","USA","PCT",NA,"25.299999","P1Y","1975"
"1362","A","USA","PCT",NA,"24.4","P1Y","1976"
"1363","A","USA","PCT",NA,"23.6","P1Y","1977"
"1364","A","USA","PCT",NA,"23.9","P1Y","1978"
"1365","A","USA","PCT",NA,"22.4","P1Y","1979"
"1366","A","USA","PCT",NA,"22.1","P1Y","1980"
"1367","A","USA","PCT",NA,"19.5","P1Y","1983"
"1368","A","USA","PCT",NA,"18.200001","P1Y","1984"
"1369","A","USA","PCT",NA,"17.4","P1Y","1985"
"1370","A","USA","PCT",NA,"17","P1Y","1986"
"1371","A","USA","PCT",NA,"16.5","P1Y","1987"
"1372","A","USA","PCT",NA,"16.200001","P1Y","1988"
"1373","A","USA","PCT",NA,"15.9","P1Y","1989"
"1374","A","USA","PCT",NA,"15.5","P1Y","1990"
"1375","A","USA","PCT",NA,"15.5","P1Y","1991"
"1376","A","USA","PCT",NA,"15.2","P1Y","1992"
"1377","A","USA","PCT",NA,"15.2","P1Y","1993"
"1378","A","USA","PCT",NA,"14.9","P1Y","1994"
"1379","A","USA","PCT",NA,"14.3","P1Y","1995"
"1380","A","USA","PCT",NA,"14","P1Y","1996"
"1381","A","USA","PCT",NA,"13.6","P1Y","1997"
"1382","A","USA","PCT",NA,"13.4","P1Y","1998"
"1383","A","USA","PCT",NA,"13.4","P1Y","1999"
"1384","A","USA","PCT",NA,"12.9","P1Y","2000"
"1385","A","USA","PCT",NA,"12.9","P1Y","2001"
"1386","A","USA","PCT",NA,"12.8","P1Y","2002"
"1387","A","USA","PCT",NA,"12.4","P1Y","2003"
"1388","A","USA","PCT",NA,"12","P1Y","2004"
"1389","A","USA","PCT",NA,"12","P1Y","2005"
"1390","A","USA","PCT",NA,"11.5","P1Y","2006"
"1391","A","USA","PCT",NA,"11.6","P1Y","2007"
"1392","A","USA","PCT",NA,"11.9","P1Y","2008"
"1393","A","USA","PCT",NA,"11.8","P1Y","2009"
"1394","A","USA","PCT",NA,"11.4","P1Y","2010"
"1395","A","USA","PCT",NA,"11.3","P1Y","2011"
"1396","A","USA","PCT",NA,"10.8","P1Y","2012"
"1397","A","USA","PCT",NA,"10.8","P1Y","2013"
"1398","A","USA","PCT",NA,"10.7","P1Y","2014"
"1399","A","USA","PCT",NA,"10.6","P1Y","2015"
"1400","A","USA","PCT",NA,"10.3","P1Y","2016"
"1401","A","USA","PCT",NA,"10.3","P1Y","2017"
"1402","A","USA","PCT",NA,"10.1","P1Y","2018"
"1403","A","USA","PCT",NA,"9.8999996","P1Y","2019"
"1404","A","USA","PCT",NA,"10.3","P1Y","2020"
"1405","A","OTO","PCT","E","38","P1Y","1960"
"1406","A","OTO","PCT","E","37.700001","P1Y","1961"
"1407","A","OTO","PCT","E","36.900002","P1Y","1962"
"1408","A","OTO","PCT","E","37.299999","P1Y","1963"
"1409","A","OTO","PCT","E","37.299999","P1Y","1964"
"1410","A","OTO","PCT","E","37.099998","P1Y","1965"
"1411","A","OTO","PCT","E","36.700001","P1Y","1966"
"1412","A","OTO","PCT","E","36.799999","P1Y","1967"
"1413","A","OTO","PCT","E","37","P1Y","1968"
"1414","A","OTO","PCT","E","37.200001","P1Y","1969"
"1415","A","OTO","PCT","E","37.900002","P1Y","1970"
"1416","A","OTO","PCT","E","38","P1Y","1971"
"1417","A","OTO","PCT","E","38.099998","P1Y","1972"
"1418","A","OTO","PCT","E","37.900002","P1Y","1973"
"1419","A","OTO","PCT","E","38.5","P1Y","1974"
"1420","A","OTO","PCT","E","38.700001","P1Y","1975"
"1421","A","OTO","PCT","E","38.400002","P1Y","1976"
"1422","A","OTO","PCT","E","37.900002","P1Y","1977"
"1423","A","OTO","PCT","E","38.900002","P1Y","1978"
"1424","A","OTO","PCT","E","37.400002","P1Y","1979"
"1425","A","OTO","PCT","E","36.5","P1Y","1980"
"1426","A","OTO","PCT","E","35.700001","P1Y","1981"
"1427","A","OTO","PCT","E","35.200001","P1Y","1982"
"1428","A","OTO","PCT","E","34.200001","P1Y","1983"
"1429","A","OTO","PCT","E","33","P1Y","1984"
"1430","A","OTO","PCT","E","32.099998","P1Y","1985"
"1431","A","OTO","PCT","E","31.200001","P1Y","1986"
"1432","A","OTO","PCT","E","30.6","P1Y","1987"
"1433","A","OTO","PCT","E","30.1","P1Y","1988"
"1434","A","OTO","PCT","E","29.5","P1Y","1989"
"1435","A","OTO","PCT","E","28.799999","P1Y","1990"
"1436","A","OTO","PCT","E","28.4","P1Y","1991"
"1437","A","OTO","PCT","E","27.4","P1Y","1992"
"1438","A","OTO","PCT","E","26.5","P1Y","1993"
"1439","A","OTO","PCT","E","25.299999","P1Y","1994"
"1440","A","OTO","PCT","E","24.200001","P1Y","1995"
"1441","A","OTO","PCT","E","23.200001","P1Y","1996"
"1442","A","OTO","PCT","E","22.5","P1Y","1997"
"1443","A","OTO","PCT","E","21.9","P1Y","1998"
"1444","A","OTO","PCT","E","21.5","P1Y","1999"
"1445","A","OTO","PCT","E","20.9","P1Y","2000"
"1446","A","OTO","PCT","E","20.299999","P1Y","2001"
"1447","A","OTO","PCT","E","20","P1Y","2002"
"1448","A","OTO","PCT","E","19.700001","P1Y","2003"
"1449","A","OTO","PCT","E","19.299999","P1Y","2004"
"1450","A","OTO","PCT","E","19","P1Y","2005"
"1451","A","OTO","PCT","E","18.299999","P1Y","2006"
"1452","A","OTO","PCT","E","18.200001","P1Y","2007"
"1453","A","OTO","PCT","E","18","P1Y","2008"
"1454","A","OTO","PCT","E","18.1","P1Y","2009"
"1455","A","OTO","PCT","E","17.799999","P1Y","2010"
"1456","A","OTO","PCT","E","17.700001","P1Y","2011"
"1457","A","OTO","PCT","E","17.299999","P1Y","2012"
"1458","A","OTO","PCT","E","17.1","P1Y","2013"
"1459","A","OTO","PCT","E","16.799999","P1Y","2014"
"1460","A","OTO","PCT","E","16.5","P1Y","2015"
"1461","A","OTO","PCT","E","16.200001","P1Y","2016"
"1462","A","OTO","PCT","E","16","P1Y","2017"
"1463","A","OTO","PCT","E","15.9","P1Y","2018"
"1464","A","OTO","PCT","E","15.8","P1Y","2019"
"1465","A","CHL","PCT",NA,"22","P1Y","1964"
"1466","A","CHL","PCT",NA,"21.6","P1Y","1970"
"1467","A","CHL","PCT",NA,"28.700001","P1Y","1972"
"1468","A","CHL","PCT",NA,"30.200001","P1Y","1975"
"1469","A","CHL","PCT",NA,"28.700001","P1Y","1977"
"1470","A","CHL","PCT",NA,"9.1999998","P1Y","1980"
"1471","A","CHL","PCT",NA,"9.6000004","P1Y","1981"
"1472","A","CHL","PCT",NA,"8.6999998","P1Y","1982"
"1473","A","CHL","PCT",NA,"11.5","P1Y","1986"
"1474","A","CHL","PCT",NA,"12","P1Y","1987"
"1475","A","CHL","PCT",NA,"12","P1Y","1988"
"1476","A","CHL","PCT",NA,"13.2","P1Y","1989"
"1477","A","CHL","PCT",NA,"15.4","P1Y","1990"
"1478","A","CHL","PCT",NA,"16.9","P1Y","1991"
"1479","A","CHL","PCT",NA,"16.5","P1Y","1992"
"1480","A","CHL","PCT",NA,"14.6","P1Y","1993"
"1481","A","CHL","PCT",NA,"14.3","P1Y","1994"
"1482","A","CHL","PCT",NA,"13.2","P1Y","1995"
"1483","A","CHL","PCT",NA,"12","P1Y","1997"
"1484","A","CHL","PCT",NA,"11.8","P1Y","1998"
"1485","A","CHL","PCT",NA,"11.1","P1Y","1999"
"1486","A","CHL","PCT",NA,"11.2","P1Y","2000"
"1487","A","CHL","PCT",NA,"10.9","P1Y","2001"
"1488","A","CHL","PCT",NA,"11.1","P1Y","2002"
"1489","A","CHL","PCT",NA,"11.7","P1Y","2003"
"1490","A","CHL","PCT",NA,"11.5","P1Y","2004"
"1491","A","CHL","PCT",NA,"11.1","P1Y","2005"
"1492","A","CHL","PCT",NA,"11.2","P1Y","2006"
"1493","A","CHL","PCT",NA,"11.5","P1Y","2007"
"1494","A","CHL","PCT",NA,"12.9","P1Y","2008"
"1495","A","CHL","PCT",NA,"13.7","P1Y","2009"
"1496","A","CHL","PCT",NA,"13.9","P1Y","2010"
"1497","A","CHL","PCT",NA,"13.8","P1Y","2011"
"1498","A","CHL","PCT",NA,"14.4","P1Y","2012"
"1499","A","CHL","PCT",NA,"14.1","P1Y","2013"
"1500","A","CHL","PCT",NA,"14.6","P1Y","2014"
"1501","A","CHL","PCT",NA,"15.3","P1Y","2015"
"1502","A","CHL","PCT",NA,"16.9","P1Y","2016"
"1503","A","CHL","PCT",NA,"17","P1Y","2017"
"1504","A","CHL","PCT",NA,"16.6","P1Y","2018"
"1505","A","COL","PCT",NA,"13.3","P1Y","1992"
"1506","A","COL","PCT",NA,"11.8","P1Y","1994"
"1507","A","COL","PCT",NA,"12.6","P1Y","1996"
"1508","A","COL","PCT",NA,"12.2","P1Y","1998"
"1509","A","COL","PCT",NA,"12.3","P1Y","2000"
"1510","A","COL","PCT",NA,"10.9","P1Y","2002"
"1511","A","COL","PCT",NA,"10.5","P1Y","2004"
"1512","A","COL","PCT",NA,"9.6000004","P1Y","2005"
"1513","A","COL","PCT",NA,"9.6000004","P1Y","2006"
"1514","A","COL","PCT",NA,"9.6000004","P1Y","2008"
"1515","A","COL","PCT",NA,"9.3999996","P1Y","2009"
"1516","A","COL","PCT",NA,"9.1999998","P1Y","2010"
"1517","A","COL","PCT",NA,"9.1000004","P1Y","2011"
"1518","A","COL","PCT",NA,"9.1000004","P1Y","2012"
"1519","A","COL","PCT",NA,"9.6999998","P1Y","2013"
"1520","A","COL","PCT",NA,"9.6000004","P1Y","2014"
"1521","A","COL","PCT",NA,"9.3999996","P1Y","2015"
"1522","A","COL","PCT",NA,"9.5","P1Y","2016"
"1523","A","COL","PCT",NA,"9.5","P1Y","2017"
"1524","A","CRI","PCT",NA,"20.299999","P1Y","1990"
"1525","A","CRI","PCT",NA,"20.9","P1Y","1991"
"1526","A","CRI","PCT",NA,"20.1","P1Y","1992"
"1527","A","CRI","PCT",NA,"18.799999","P1Y","1993"
"1528","A","CRI","PCT",NA,"18.799999","P1Y","1994"
"1529","A","CRI","PCT",NA,"18.9","P1Y","1995"
"1530","A","CRI","PCT",NA,"18.5","P1Y","1996"
"1531","A","CRI","PCT",NA,"16.1","P1Y","1997"
"1532","A","CRI","PCT",NA,"13.2","P1Y","1998"
"1533","A","CRI","PCT",NA,"15.3","P1Y","1999"
"1534","A","CRI","PCT",NA,"14.3","P1Y","2000"
"1535","A","CRI","PCT",NA,"13.5","P1Y","2001"
"1536","A","CRI","PCT",NA,"14.3","P1Y","2002"
"1537","A","CRI","PCT",NA,"14.5","P1Y","2003"
"1538","A","CRI","PCT",NA,"13.9","P1Y","2004"
"1539","A","CRI","PCT",NA,"13.3","P1Y","2005"
"1540","A","CRI","PCT",NA,"12.9","P1Y","2006"
"1541","A","CRI","PCT",NA,"11.5","P1Y","2007"
"1542","A","CRI","PCT",NA,"12","P1Y","2008"
"1543","A","CRI","PCT",NA,"13","P1Y","2009"
"1544","A","CRI","PCT",NA,"12.9","P1Y","2010"
"1545","A","CRI","PCT",NA,"13.4","P1Y","2011"
"1546","A","CRI","PCT",NA,"13.1","P1Y","2012"
"1547","A","CRI","PCT",NA,"13.7","P1Y","2013"
"1548","A","CRI","PCT",NA,"12.4","P1Y","2014"
"1549","A","CRI","PCT",NA,"18.6","P1Y","2015"
"1550","A","CRI","PCT",NA,"19.299999","P1Y","2016"
"1551","A","CRI","PCT",NA,"19.299999","P1Y","2017"
"1552","A","CRI","PCT",NA,"19.4","P1Y","2018"
"1553","A","CRI","PCT",NA,"20.5","P1Y","2019"
"1554","A","EST","PCT",NA,"93.900002","P1Y","1992"
"1555","A","EST","PCT",NA,"62.099998","P1Y","1993"
"1556","A","EST","PCT",NA,"40.799999","P1Y","1994"
"1557","A","EST","PCT",NA,"32.400002","P1Y","1995"
"1558","A","EST","PCT",NA,"28.799999","P1Y","1996"
"1559","A","EST","PCT",NA,"17.1","P1Y","1998"
"1560","A","EST","PCT",NA,"14","P1Y","2000"
"1561","A","EST","PCT",NA,"14","P1Y","2001"
"1562","A","EST","PCT",NA,"12.6","P1Y","2002"
"1563","A","EST","PCT",NA,"11","P1Y","2003"
"1564","A","EST","PCT",NA,"9.3999996","P1Y","2004"
"1565","A","EST","PCT",NA,"8.6999998","P1Y","2005"
"1566","A","EST","PCT",NA,"8.3999996","P1Y","2006"
"1567","A","EST","PCT",NA,"7.5999999","P1Y","2007"
"1568","A","EST","PCT",NA,"6.1999998","P1Y","2008"
"1569","A","EST","PCT",NA,"7.5999999","P1Y","2009"
"1570","A","EST","PCT",NA,"8.1999998","P1Y","2010"
"1571","A","EST","PCT",NA,"7","P1Y","2011"
"1572","A","EST","PCT",NA,"6","P1Y","2012"
"1573","A","EST","PCT",NA,"5.5999999","P1Y","2013"
"1574","A","EST","PCT",NA,"5.3000002","P1Y","2014"
"1575","A","EST","PCT",NA,"4.5","P1Y","2015"
"1576","A","EST","PCT",NA,"5","P1Y","2016"
"1577","A","EST","PCT",NA,"4.6999998","P1Y","2017"
"1578","A","EST","PCT",NA,"5.9000001","P1Y","2018"
"1579","A","EST","PCT",NA,"6","P1Y","2019"
"1580","A","ISR","PCT",NA,"56.200001","P1Y","1995"
"1581","A","ISR","PCT",NA,"48.799999","P1Y","1996"
"1582","A","ISR","PCT",NA,"37.700001","P1Y","2000"
"1583","A","ISR","PCT",NA,"30.299999","P1Y","2007"
"1584","A","ISR","PCT",NA,"22.799999","P1Y","2012"
"1585","A","ISR","PCT",NA,"25","P1Y","2017"
"1586","A","LVA","PCT",NA,"28","P1Y","1995"
"1587","A","LVA","PCT",NA,"21","P1Y","2003"
"1588","A","LVA","PCT",NA,"18","P1Y","2006"
"1589","A","LVA","PCT",NA,"16.700001","P1Y","2007"
"1590","A","LVA","PCT",NA,"15.2","P1Y","2008"
"1591","A","LVA","PCT",NA,"15.2","P1Y","2009"
"1592","A","LVA","PCT",NA,"15.1","P1Y","2010"
"1593","A","LVA","PCT",NA,"13.7","P1Y","2011"
"1594","A","LVA","PCT",NA,"13.2","P1Y","2012"
"1595","A","LVA","PCT",NA,"12.9","P1Y","2013"
"1596","A","LVA","PCT",NA,"12.8","P1Y","2014"
"1597","A","LVA","PCT",NA,"12.7","P1Y","2015"
"1598","A","LVA","PCT",NA,"12.4","P1Y","2016"
"1599","A","LVA","PCT",NA,"12.3","P1Y","2017"
"1600","A","LVA","PCT",NA,"11.6","P1Y","2018"
"1601","A","LTU","PCT",NA,"33.299999","P1Y","1995"
"1602","A","LTU","PCT",NA,"18.6","P1Y","1999"
"1603","A","LTU","PCT",NA,"18.5","P1Y","2001"
"1604","A","LTU","PCT",NA,"12.2","P1Y","2003"
"1605","A","LTU","PCT",NA,"9.8000002","P1Y","2006"
"1606","A","LTU","PCT",NA,"9.3000002","P1Y","2007"
"1607","A","LTU","PCT",NA,"8.8999996","P1Y","2008"
"1608","A","LTU","PCT",NA,"10","P1Y","2009"
"1609","A","LTU","PCT",NA,"10.1","P1Y","2010"
"1610","A","LTU","PCT",NA,"9.6999998","P1Y","2011"
"1611","A","LTU","PCT",NA,"9","P1Y","2012"
"1612","A","LTU","PCT",NA,"8.3999996","P1Y","2013"
"1613","A","LTU","PCT",NA,"8.1000004","P1Y","2014"
"1614","A","LTU","PCT",NA,"7.9000001","P1Y","2015"
"1615","A","LTU","PCT",NA,"7.6999998","P1Y","2016"
"1616","A","LTU","PCT",NA,"7.6999998","P1Y","2017"
"1617","A","LTU","PCT",NA,"7.0999999","P1Y","2018"
"1618","A","LTU","PCT",NA,"7.4000001","P1Y","2019"
"1619","A","SVN","PCT",NA,"68.400002","P1Y","1991"
"1620","A","SVN","PCT",NA,"67.900002","P1Y","1992"
"1621","A","SVN","PCT",NA,"58.599998","P1Y","1993"
"1622","A","SVN","PCT",NA,"57.900002","P1Y","1994"
"1623","A","SVN","PCT",NA,"51.599998","P1Y","1995"
"1624","A","SVN","PCT",NA,"50.200001","P1Y","1996"
"1625","A","SVN","PCT",NA,"45.200001","P1Y","1997"
"1626","A","SVN","PCT",NA,"43.5","P1Y","1998"
"1627","A","SVN","PCT",NA,"42.099998","P1Y","1999"
"1628","A","SVN","PCT",NA,"44.200001","P1Y","2000"
"1629","A","SVN","PCT",NA,"43.299999","P1Y","2001"
"1630","A","SVN","PCT",NA,"47.099998","P1Y","2002"
"1631","A","SVN","PCT",NA,"45.299999","P1Y","2003"
"1632","A","SVN","PCT",NA,"37.099998","P1Y","2004"
"1633","A","SVN","PCT",NA,"37.5","P1Y","2005"
"1634","A","SVN","PCT",NA,"32.200001","P1Y","2006"
"1635","A","SVN","PCT",NA,"30.6","P1Y","2007"
"1636","A","SVN","PCT",NA,"29.700001","P1Y","2008"
"1637","A","SVN","PCT",NA,"40.400002","P1Y","2009"
"1638","A","SVN","PCT",NA,"32.599998","P1Y","2010"
"1639","A","SVN","PCT",NA,"36.700001","P1Y","2011"
"1640","A","SVN","PCT",NA,"26.799999","P1Y","2012"
"1641","A","SVN","PCT",NA,"26.200001","P1Y","2013"
"1642","A","SVN","PCT",NA,"29.4","P1Y","2014"
"1643","A","SVN","PCT",NA,"23.799999","P1Y","2015"
